"Date","season","holiday","hr","workingday","weather","atemp","humidity","windspeed","Count","Day_Time"
"2011-01-13","winter","Not holiday","15","Workday","Clear","10.605",38,"19.9995",60,"Work time"
"2011-01-13","winter","Not holiday","16","Workday","Clear","10.605",38,"23.9994",78,"Work time"
"2011-01-13","winter","Not holiday","17","Workday","Clear","9.09",40,"19.0012",162,"After work time"
"2011-01-13","winter","Not holiday","18","Workday","Clear","9.09",40,"22.0028",144,"After work time"
"2011-01-13","winter","Not holiday","19","Workday","Clear","7.575",47,"16.9979",99,"After work time"
"2011-01-13","winter","Not holiday","20","Workday","Clear","7.575",47,"15.0013",64,"After work time"
"2011-01-13","winter","Not holiday","21","Workday","Clear","6.06",46,"19.9995",40,"After work time"
"2011-01-13","winter","Not holiday","22","Workday","Clear","6.06",46,"22.0028",30,"After work time"
"2011-01-13","winter","Not holiday","23","Workday","Clear","6.82",50,"12.998",15,"After work time"
"2011-01-14","winter","Not holiday","0","Workday","Clear","6.82",50,"12.998",14,"Sleep time"
"2011-01-14","winter","Not holiday","1","Workday","Clear","6.06",54,"11.0014",5,"Sleep time"
"2011-01-14","winter","Not holiday","2","Workday","Clear","6.06",54,"8.9981",1,"Sleep time"
"2011-01-14","winter","Not holiday","3","Workday","Clear","6.82",54,"7.0015",1,"Sleep time"
"2011-01-14","winter","Not holiday","5","Workday","Clear","6.82",54,"6.0032",8,"Sleep time"
"2011-01-14","winter","Not holiday","6","Workday","Clear","9.09",54,"0",17,"Sleep time"
"2011-01-14","winter","Not holiday","7","Workday","Clear","6.06",74,"11.0014",70,"Work time"
"2011-01-14","winter","Not holiday","8","Workday","Clear","8.335",68,"0",158,"Work time"
"2011-01-14","winter","Not holiday","9","Workday","Clear","7.575",69,"8.9981",117,"Work time"
"2011-01-14","winter","Not holiday","10","Workday","Clear","9.09",55,"12.998",44,"Work time"
"2011-01-14","winter","Not holiday","11","Workday","Clear","8.335",51,"19.0012",53,"Work time"
"2011-01-14","winter","Not holiday","12","Workday","Clear","9.85",44,"16.9979",61,"Work time"
"2011-01-14","winter","Not holiday","13","Workday","Clear","9.85",37,"26.0027",77,"Work time"
"2011-01-14","winter","Not holiday","14","Workday","Clear","10.605",41,"19.0012",64,"Work time"
"2011-01-14","winter","Not holiday","15","Workday","Clear","12.12",38,"11.0014",68,"Work time"
"2011-01-14","winter","Not holiday","16","Workday","Clear","12.12",41,"7.0015",90,"Work time"
"2011-01-14","winter","Not holiday","17","Workday","Clear","11.365",41,"11.0014",159,"After work time"
"2011-01-14","winter","Not holiday","18","Workday","Clear","12.88",47,"0",139,"After work time"
"2011-01-14","winter","Not holiday","19","Workday","Clear","9.85",59,"6.0032",92,"After work time"
"2011-01-14","winter","Not holiday","20","Workday","Clear","12.12",59,"0",68,"After work time"
"2011-01-14","winter","Not holiday","21","Workday","Clear","11.365",69,"0",52,"After work time"
"2011-01-14","winter","Not holiday","22","Workday","Mist","11.365",69,"0",36,"After work time"
"2011-01-14","winter","Not holiday","23","Workday","Mist","12.12",55,"0",27,"After work time"
"2011-01-15","winter","Not holiday","0","Not workday","Clear","12.12",55,"0",28,"Sleep time"
"2011-01-15","winter","Not holiday","1","Not workday","Mist","9.85",59,"6.0032",20,"Sleep time"
"2011-01-15","winter","Not holiday","2","Not workday","Mist","9.85",59,"6.0032",12,"Sleep time"
"2011-01-15","winter","Not holiday","3","Not workday","Mist","11.365",59,"0",8,"Sleep time"
"2011-01-15","winter","Not holiday","4","Not workday","Mist","11.365",59,"0",5,"Sleep time"
"2011-01-15","winter","Not holiday","5","Not workday","Clear","11.365",59,"0",1,"Sleep time"
"2011-01-15","winter","Not holiday","6","Not workday","Clear","8.335",63,"7.0015",3,"Sleep time"
"2011-01-15","winter","Not holiday","7","Not workday","Clear","10.605",63,"0",10,"Work time"
"2011-01-15","winter","Not holiday","8","Not workday","Clear","7.575",63,"8.9981",23,"Work time"
"2011-01-15","winter","Not holiday","9","Not workday","Clear","9.09",64,"8.9981",33,"Work time"
"2011-01-15","winter","Not holiday","10","Not workday","Clear","9.85",59,"11.0014",59,"Work time"
"2011-01-15","winter","Not holiday","11","Not workday","Clear","9.85",55,"15.0013",72,"Work time"
"2011-01-15","winter","Not holiday","12","Not workday","Clear","11.365",48,"15.0013",89,"Work time"
"2011-01-15","winter","Not holiday","13","Not workday","Clear","12.88",38,"19.9995",101,"Work time"
"2011-01-15","winter","Not holiday","14","Not workday","Clear","14.395",39,"19.0012",118,"Work time"
"2011-01-15","winter","Not holiday","15","Not workday","Mist","15.91",36,"12.998",129,"Work time"
"2011-01-15","winter","Not holiday","16","Not workday","Mist","16.665",34,"12.998",128,"Work time"
"2011-01-15","winter","Not holiday","17","Not workday","Mist","15.15",36,"19.0012",83,"After work time"
"2011-01-15","winter","Not holiday","18","Not workday","Mist","14.395",45,"16.9979",84,"After work time"
"2011-01-15","winter","Not holiday","19","Not workday","Mist","15.15",39,"16.9979",74,"After work time"
"2011-01-15","winter","Not holiday","20","Not workday","Mist","15.15",39,"16.9979",41,"After work time"
"2011-01-15","winter","Not holiday","21","Not workday","Mist","15.15",39,"15.0013",57,"After work time"
"2011-01-15","winter","Not holiday","22","Not workday","Mist","15.91",42,"7.0015",26,"After work time"
"2011-01-15","winter","Not holiday","23","Not workday","Clear","14.395",45,"19.0012",44,"After work time"
"2011-01-16","winter","Not holiday","0","Not workday","Clear","15.15",56,"0",39,"Sleep time"
"2011-01-16","winter","Not holiday","1","Not workday","Clear","13.635",56,"8.9981",23,"Sleep time"
"2011-01-16","winter","Not holiday","2","Not workday","Clear","14.395",56,"6.0032",16,"Sleep time"
"2011-01-16","winter","Not holiday","3","Not workday","Clear","13.635",69,"0",15,"Sleep time"
"2011-01-16","winter","Not holiday","4","Not workday","Clear","12.88",56,"11.0014",1,"Sleep time"
"2011-01-16","winter","Not holiday","5","Not workday","Mist","12.88",56,"11.0014",2,"Sleep time"
"2011-01-16","winter","Not holiday","6","Not workday","Mist","12.88",56,"11.0014",1,"Sleep time"
"2011-01-16","winter","Not holiday","7","Not workday","Mist","10.605",56,"19.9995",3,"Work time"
"2011-01-16","winter","Not holiday","8","Not workday","Clear","10.605",55,"19.0012",18,"Work time"
"2011-01-16","winter","Not holiday","9","Not workday","Clear","10.605",51,"16.9979",32,"Work time"
"2011-01-16","winter","Not holiday","10","Not workday","Clear","10.605",51,"19.0012",79,"Work time"
"2011-01-16","winter","Not holiday","11","Not workday","Clear","11.365",44,"16.9979",93,"Work time"
"2011-01-16","winter","Not holiday","12","Not workday","Clear","10.605",41,"19.0012",104,"Work time"
"2011-01-16","winter","Not holiday","13","Not workday","Clear","11.365",35,"19.9995",118,"Work time"
"2011-01-16","winter","Not holiday","14","Not workday","Clear","13.635",36,"16.9979",91,"Work time"
"2011-01-16","winter","Not holiday","15","Not workday","Clear","12.12",38,"16.9979",113,"Work time"
"2011-01-16","winter","Not holiday","16","Not workday","Clear","11.365",38,"15.0013",99,"Work time"
"2011-01-16","winter","Not holiday","17","Not workday","Clear","10.605",37,"16.9979",105,"After work time"
"2011-01-16","winter","Not holiday","18","Not workday","Clear","10.605",40,"11.0014",67,"After work time"
"2011-01-16","winter","Not holiday","19","Not workday","Clear","9.85",47,"8.9981",61,"After work time"
"2011-01-16","winter","Not holiday","20","Not workday","Clear","9.85",47,"11.0014",57,"After work time"
"2011-01-16","winter","Not holiday","21","Not workday","Clear","9.85",51,"11.0014",28,"After work time"
"2011-01-16","winter","Not holiday","22","Not workday","Mist","10.605",49,"8.9981",21,"After work time"
"2011-01-16","winter","Not holiday","23","Not workday","Mist","11.365",40,"7.0015",18,"After work time"
"2011-01-17","winter","Holiday","0","Not workday","Mist","9.85",47,"15.0013",17,"Sleep time"
"2011-01-17","winter","Holiday","1","Not workday","Mist","9.85",44,"12.998",16,"Sleep time"
"2011-01-17","winter","Holiday","2","Not workday","Mist","8.335",43,"16.9979",8,"Sleep time"
"2011-01-17","winter","Holiday","3","Not workday","Mist","9.09",43,"12.998",2,"Sleep time"
"2011-01-17","winter","Holiday","4","Not workday","Mist","9.85",43,"8.9981",3,"Sleep time"
"2011-01-17","winter","Holiday","5","Not workday","Mist","9.85",43,"11.0014",1,"Sleep time"
"2011-01-17","winter","Holiday","6","Not workday","Mist","9.09",43,"12.998",5,"Sleep time"
"2011-01-17","winter","Holiday","7","Not workday","Mist","9.09",50,"8.9981",13,"Work time"
"2011-01-17","winter","Holiday","8","Not workday","Mist","7.575",47,"15.0013",33,"Work time"
"2011-01-17","winter","Holiday","9","Not workday","Mist","7.575",47,"15.0013",47,"Work time"
"2011-01-17","winter","Holiday","10","Not workday","Mist","7.575",50,"16.9979",57,"Work time"
"2011-01-17","winter","Holiday","11","Not workday","Mist","7.575",55,"12.998",64,"Work time"
"2011-01-17","winter","Holiday","12","Not workday","Mist","9.85",47,"8.9981",80,"Work time"
"2011-01-17","winter","Holiday","13","Not workday","Mist","9.85",47,"8.9981",93,"Work time"
"2011-01-17","winter","Holiday","14","Not workday","Mist","10.605",43,"7.0015",86,"Work time"
"2011-01-17","winter","Holiday","15","Not workday","Mist","10.605",47,"11.0014",93,"Work time"
"2011-01-17","winter","Holiday","16","Not workday","Mist","10.605",47,"11.0014",82,"Work time"
"2011-01-17","winter","Holiday","17","Not workday","Clear","9.85",51,"12.998",71,"After work time"
"2011-01-17","winter","Holiday","18","Not workday","Mist","8.335",55,"16.9979",92,"After work time"
"2011-01-17","winter","Holiday","19","Not workday","Light Snow","9.09",59,"12.998",60,"After work time"
"2011-01-17","winter","Holiday","20","Not workday","Light Snow","7.575",80,"12.998",33,"After work time"
"2011-01-17","winter","Holiday","21","Not workday","Light Snow","7.575",80,"12.998",27,"After work time"
"2011-01-17","winter","Holiday","22","Not workday","Light Snow","6.06",93,"16.9979",13,"After work time"
"2011-01-17","winter","Holiday","23","Not workday","Light Snow","6.82",86,"19.0012",4,"After work time"
"2011-01-18","winter","Not holiday","12","Workday","Mist","9.09",86,"22.0028",3,"Work time"
"2011-01-18","winter","Not holiday","13","Workday","Mist","9.85",86,"15.0013",22,"Work time"
"2011-01-18","winter","Not holiday","14","Workday","Mist","11.365",80,"11.0014",28,"Work time"
"2011-01-18","winter","Not holiday","15","Workday","Mist","11.365",87,"11.0014",35,"Work time"
"2011-01-18","winter","Not holiday","16","Workday","Mist","11.365",87,"12.998",61,"Work time"
"2011-01-18","winter","Not holiday","17","Workday","Mist","11.365",82,"12.998",125,"After work time"
"2011-01-18","winter","Not holiday","18","Workday","Mist","11.365",80,"11.0014",133,"After work time"
"2011-01-18","winter","Not holiday","19","Workday","Mist","11.365",80,"8.9981",99,"After work time"
"2011-01-18","winter","Not holiday","20","Workday","Mist","13.635",87,"0",83,"After work time"
"2011-01-18","winter","Not holiday","21","Workday","Mist","12.12",93,"7.0015",41,"After work time"
"2011-01-18","winter","Not holiday","22","Workday","Mist","12.88",93,"6.0032",33,"After work time"
"2011-01-18","winter","Not holiday","23","Workday","Mist","13.635",93,"0",20,"After work time"
"2011-01-19","winter","Not holiday","0","Workday","Mist","13.635",93,"0",3,"Sleep time"
"2011-01-19","winter","Not holiday","1","Workday","Light Snow","11.365",93,"8.9981",7,"Sleep time"
"2011-01-19","winter","Not holiday","2","Workday","Light Snow","11.365",93,"8.9981",3,"Sleep time"
"2011-01-19","winter","Not holiday","4","Workday","Light Snow","11.365",93,"8.9981",2,"Sleep time"
"2011-01-19","winter","Not holiday","5","Workday","Mist","12.88",93,"6.0032",7,"Sleep time"
"2011-01-19","winter","Not holiday","6","Workday","Mist","12.88",93,"6.0032",32,"Sleep time"
"2011-01-19","winter","Not holiday","7","Workday","Mist","12.88",92,"7.0015",90,"Work time"
"2011-01-19","winter","Not holiday","8","Workday","Mist","12.88",93,"7.0015",197,"Work time"
"2011-01-19","winter","Not holiday","9","Workday","Mist","12.88",93,"7.0015",109,"Work time"
"2011-01-19","winter","Not holiday","10","Workday","Mist","13.635",93,"8.9981",47,"Work time"
"2011-01-19","winter","Not holiday","11","Workday","Mist","15.15",87,"6.0032",52,"Work time"
"2011-01-19","winter","Not holiday","12","Workday","Mist","15.91",81,"6.0032",70,"Work time"
"2011-01-19","winter","Not holiday","13","Workday","Clear","20.455",62,"19.0012",78,"Work time"
"2011-01-19","winter","Not holiday","14","Workday","Clear","20.455",58,"16.9979",75,"Work time"
"2011-01-19","winter","Not holiday","15","Workday","Clear","20.455",54,"19.0012",82,"Work time"
"2011-01-19","winter","Not holiday","16","Workday","Clear","19.695",58,"26.0027",104,"Work time"
"2011-01-19","winter","Not holiday","17","Workday","Clear","16.665",57,"22.0028",197,"After work time"
"2011-01-19","winter","Not holiday","18","Workday","Clear","15.91",61,"19.0012",161,"After work time"
"2011-01-19","winter","Not holiday","19","Workday","Clear","14.395",57,"27.9993",112,"After work time"
"2011-01-19","winter","Not holiday","20","Workday","Clear","15.15",49,"19.9995",76,"After work time"
"2011-01-19","winter","Not holiday","21","Workday","Clear","14.395",49,"27.9993",59,"After work time"
"2011-01-19","winter","Not holiday","22","Workday","Clear","15.15",52,"11.0014",59,"After work time"
"2011-01-19","winter","Not holiday","23","Workday","Clear","13.635",52,"31.0009",28,"After work time"
"2011-01-20","winter","Not holiday","0","Workday","Mist","9.09",64,"7.0015",8,"Sleep time"
"2011-01-20","winter","Not holiday","1","Workday","Mist","9.09",69,"7.0015",3,"Sleep time"
"2011-01-20","winter","Not holiday","2","Workday","Mist","11.365",69,"0",2,"Sleep time"
"2011-01-20","winter","Not holiday","3","Workday","Mist","11.365",69,"0",2,"Sleep time"
"2011-01-20","winter","Not holiday","4","Workday","Light Snow","10.605",93,"0",3,"Sleep time"
"2011-01-20","winter","Not holiday","5","Workday","Light Snow","10.605",93,"0",22,"Sleep time"
"2011-01-20","winter","Not holiday","6","Workday","Light Snow","11.365",93,"0",52,"Sleep time"
"2011-01-20","winter","Not holiday","7","Workday","Light Snow","11.365",93,"0",135,"Work time"
"2011-01-20","winter","Not holiday","8","Workday","Mist","11.365",93,"0",116,"Work time"
"2011-01-20","winter","Not holiday","9","Workday","Mist","11.365",93,"0",47,"Work time"
"2011-01-20","winter","Not holiday","10","Workday","Mist","12.12",86,"0",51,"Work time"
"2011-01-20","winter","Not holiday","11","Workday","Mist","12.88",86,"0",55,"Work time"
"2011-01-20","winter","Not holiday","12","Workday","Mist","12.88",86,"0",52,"Work time"
"2011-01-20","winter","Not holiday","13","Workday","Mist","12.88",80,"6.0032",54,"Work time"
"2011-01-20","winter","Not holiday","14","Workday","Mist","14.395",75,"0",52,"Work time"
"2011-01-20","winter","Not holiday","15","Workday","Mist","12.12",75,"8.9981",64,"Work time"
"2011-01-20","winter","Not holiday","16","Workday","Mist","14.395",75,"0",176,"Work time"
"2011-01-20","winter","Not holiday","17","Workday","Mist","12.88",81,"7.0015",168,"After work time"
"2011-01-20","winter","Not holiday","18","Workday","Mist","12.12",81,"8.9981",108,"After work time"
"2011-01-20","winter","Not holiday","19","Workday","Mist","11.365",87,"8.9981",74,"After work time"
"2011-01-20","winter","Not holiday","20","Workday","Mist","11.365",87,"8.9981",64,"After work time"
"2011-01-20","winter","Not holiday","21","Workday","Mist","12.88",87,"6.0032",36,"After work time"
"2011-01-20","winter","Not holiday","22","Workday","Light Snow","9.85",93,"12.998",16,"After work time"
"2011-01-20","winter","Not holiday","23","Workday","Light Snow","12.12",93,"7.0015",2,"After work time"
"2011-01-21","winter","Not holiday","0","Workday","Light Snow","11.365",93,"12.998",3,"Sleep time"
"2011-01-21","winter","Not holiday","1","Workday","Light Snow","11.365",93,"8.9981",4,"Sleep time"
"2011-01-21","winter","Not holiday","2","Workday","Light Snow","11.365",93,"8.9981",1,"Sleep time"
"2011-01-21","winter","Not holiday","3","Workday","Light Snow","10.605",93,"19.0012",1,"Sleep time"
"2011-01-21","winter","Not holiday","4","Workday","Light Snow","12.12",93,"7.0015",3,"Sleep time"
"2011-01-21","winter","Not holiday","5","Workday","Light Snow","12.12",93,"7.0015",18,"Sleep time"
"2011-01-21","winter","Not holiday","6","Workday","Light Snow","10.605",93,"15.0013",49,"Sleep time"
"2011-01-21","winter","Not holiday","7","Workday","Light Snow","10.605",93,"15.0013",155,"Work time"
"2011-01-21","winter","Not holiday","8","Workday","Mist","12.88",93,"6.0032",123,"Work time"
